query_id	subject_id	percent_identity	alignment_length	mismatches	gap_opens	query_start	query_end	subject_start	subject_end	evalue	bitscore	query_coverage	tax_id	species_name	blast_name	kingdom	description
NP_002469.2	ref|XP_026536648.1|	40.196	204	92	5	23	220	9	188	3.79e-30	124	62	8663	N/A	N/A	N/A	myogenin isoform X2 [Notechis scutatus]
NP_002469.2	ref|XP_071434517.1|	53.237	139	57	4	29	164	4	137	3.85e-30	124	43	3385563	N/A	N/A	N/A	myogenin [Pithys albifrons albifrons]
NP_002469.2	ref|XP_068576174.1|	62.376	101	36	1	88	186	77	177	3.87e-30	125	31	271503	N/A	N/A	N/A	myogenin [Cebidichthys violaceus]
NP_002469.2	ref|XP_049895105.1|	62.376	101	36	1	88	186	78	178	3.89e-30	125	31	300413	N/A	N/A	N/A	myogenin [Epinephelus moara]
NP_002469.2	ref|XP_042352154.1|	62.376	101	36	1	88	186	77	177	3.96e-30	125	31	160734	N/A	N/A	N/A	myogenin [Plectropomus leopardus]
NP_002469.2	ref|XP_026553112.1|	40.196	204	92	5	23	220	9	188	4.08e-30	124	62	8673	N/A	N/A	N/A	myogenin isoform X2 [Pseudonaja textilis]
NP_002469.2	ref|XP_057230361.1|	48.387	155	61	4	15	164	20	160	4.26e-30	125	47	175006	N/A	N/A	N/A	myogenin [Malurus melanocephalus]
NP_002469.2	ref|XP_032566548.1|	43.646	181	82	5	29	207	4	166	4.45e-30	124	56	296741	N/A	N/A	N/A	myogenin [Chiroxiphia lanceolata]
NP_002469.2	ref|XP_035488274.2|	62.376	101	36	1	88	186	77	177	4.49e-30	125	31	52904	N/A	N/A	N/A	myogenin [Scophthalmus maximus]
NP_002469.2	ref|XP_049445177.1|	62.376	101	36	1	88	186	77	177	4.69e-30	125	31	293821	N/A	N/A	N/A	myogenin [Epinephelus fuscoguttatus]
NP_002469.2	ref|XP_036278964.1|	50.725	138	64	3	28	164	27	161	4.80e-30	125	43	59472	N/A	N/A	N/A	myogenin isoform X2 [Pipistrellus kuhlii]
NP_002469.2	ref|XP_005987662.1|	64.583	96	26	1	69	164	59	146	4.85e-30	125	30	7897	N/A	N/A	N/A	myogenin [Latimeria chalumnae]
NP_002469.2	ref|XP_063811738.1|	50.000	148	57	4	23	164	10	146	4.87e-30	124	44	495146	N/A	N/A	N/A	myogenin isoform X1 [Pseudophryne corroboree]
NP_002469.2	ref|XP_003792308.3|	49.650	143	61	4	23	164	29	161	5.03e-30	125	44	30611	N/A	N/A	N/A	myogenin [Otolemur garnettii]
NP_002469.2	ref|XP_062067349.1|	49.650	143	61	4	23	164	4	136	5.04e-30	124	44	9983	N/A	N/A	N/A	myogenin [Lepus europaeus]
NP_002469.2	ref|NP_001290099.1|	52.482	141	55	5	29	164	4	137	5.06e-30	124	43	9002;9054;9103;30410;64668;109042	N/A;N/A;N/A;N/A;N/A;N/A	N/A	N/A	myogenin [Meleagris gallopavo]
NP_002469.2	ref|XP_002717630.2|	49.650	143	61	4	23	164	29	161	5.08e-30	125	44	9986	N/A	N/A	N/A	myogenin isoform X1 [Oryctolagus cuniculus]
NP_002469.2	ref|XP_036278963.1|	50.725	138	64	3	28	164	27	161	5.24e-30	125	43	59472	N/A	N/A	N/A	myogenin isoform X1 [Pipistrellus kuhlii]
NP_002469.2	ref|XP_042321902.1|	50.694	144	54	2	23	164	35	163	5.37e-30	125	44	8520	N/A	N/A	N/A	myogenin [Sceloporus undulatus]
NP_002469.2	ref|XP_004545151.1|	61.386	101	37	1	88	186	77	177	5.60e-30	125	31	8154;106582	N/A;N/A	N/A	N/A	myogenin [Maylandia zebra]
NP_002469.2	ref|XP_005739496.1|	61.386	101	37	1	88	186	77	177	5.66e-30	125	31	8153;32507;43689;158779;303518	N/A;N/A;N/A;N/A;N/A	N/A	N/A	myogenin [Pundamilia nyererei]
NP_002469.2	ref|XP_033939252.1|	62.376	101	36	1	88	186	77	177	5.70e-30	125	31	52239	N/A	N/A	N/A	myogenin [Pseudochaenichthys georgianus]
NP_002469.2	ref|XP_014747453.1|	52.482	141	54	4	29	164	4	136	5.76e-30	124	43	9172	N/A	N/A	N/A	PREDICTED: myogenin [Sturnus vulgaris]
NP_002469.2	ref|XP_033990811.1|	62.376	101	36	1	88	186	77	177	5.83e-30	125	31	40690	N/A	N/A	N/A	myogenin [Trematomus bernacchii]
NP_002469.2	ref|XP_028302473.1|	63.265	98	34	1	88	183	77	174	5.97e-30	125	30	441366	N/A	N/A	N/A	myogenin [Gouania willdenowi]
NP_002469.2	ref|XP_017691001.1|	43.646	181	82	5	29	207	30	192	6.14e-30	124	56	321398	N/A	N/A	N/A	PREDICTED: LOW QUALITY PROTEIN: myogenin [Lepidothrix coronata]
NP_002469.2	ref|XP_065395945.1|	48.951	143	62	4	23	164	4	136	6.22e-30	124	44	9541	N/A	N/A	N/A	myogenin isoform X1 [Macaca fascicularis]
NP_002469.2	ref|NP_001266455.1|	61.386	101	37	1	88	186	77	177	6.23e-30	125	31	8128;47969	N/A;N/A	N/A	N/A	myogenin [Oreochromis niloticus]
NP_002469.2	ref|NP_001079199.1|	58.559	111	35	2	54	164	48	147	6.70e-30	124	35	8355	N/A	N/A	N/A	myogenin S homeolog [Xenopus laevis]
NP_002469.2	ref|XP_037668042.1|	49.296	142	63	2	23	164	4	136	6.85e-30	124	44	27675	N/A	N/A	N/A	myogenin [Choloepus didactylus]
NP_002469.2	ref|XP_030585657.1|	61.386	101	37	1	88	186	77	177	6.99e-30	124	31	63155	N/A	N/A	N/A	myogenin [Archocentrus centrarchus]
NP_002469.2	ref|XP_057280462.1|	53.191	141	54	5	29	164	4	137	7.24e-30	124	43	35540;889875	N/A;N/A	N/A	N/A	myogenin [Pezoporus wallicus]
NP_002469.2	ref|XP_047377101.1|	49.650	143	61	4	23	164	29	161	7.34e-30	124	44	30640	N/A	N/A	N/A	myogenin isoform X2 [Sciurus carolinensis]
NP_002469.2	ref|XP_005540532.2|	48.951	143	62	4	23	164	4	136	7.37e-30	124	44	9541;9545;9565;9568	N/A;N/A;N/A;N/A	N/A	N/A	myogenin isoform X2 [Macaca fascicularis]
NP_002469.2	ref|NP_001171220.1|	49.650	143	61	4	23	164	4	136	7.49e-30	124	44	9986	N/A	N/A	N/A	myogenin [Oryctolagus cuniculus]
NP_002469.2	ref|XP_062480901.1|	53.191	141	54	5	29	164	4	137	7.72e-30	124	43	407982	N/A	N/A	N/A	myogenin [Pezoporus occidentalis]
NP_002469.2	ref|XP_053854322.1|	51.773	141	55	4	29	164	4	136	7.74e-30	124	43	187451	N/A	N/A	N/A	myogenin [Vidua macroura]
NP_002469.2	ref|XP_074019322.1|	51.429	140	59	3	29	164	4	138	7.83e-30	124	43	31919	N/A	N/A	N/A	myogenin [Numenius arquata]
NP_002469.2	ref|XP_053462732.1|	49.650	143	61	4	23	164	29	161	8.07e-30	124	44	9470	N/A	N/A	N/A	myogenin [Nycticebus coucang]
NP_002469.2	ref|XP_025957028.1|	50.296	169	52	8	29	175	4	162	8.13e-30	124	46	8790	N/A	N/A	N/A	myogenin [Dromaius novaehollandiae]
NP_002469.2	ref|XP_005375303.1|	48.951	143	62	4	23	164	4	136	8.19e-30	124	44	34839	N/A	N/A	N/A	PREDICTED: myogenin [Chinchilla lanigera]
NP_002469.2	ref|XP_013889215.1|	61.386	101	37	1	88	186	77	177	8.36e-30	124	31	52670	N/A	N/A	N/A	myogenin [Austrofundulus limnaeus]
NP_002469.2	ref|XP_027524971.1|	43.646	181	82	5	29	207	30	192	8.42e-30	124	56	415028	N/A	N/A	N/A	LOW QUALITY PROTEIN: myogenin [Corapipo altera]
NP_002469.2	ref|XP_067362138.1|	62.376	101	36	1	88	186	142	242	8.55e-30	126	31	215402	N/A	N/A	N/A	LOW QUALITY PROTEIN: myogenin [Channa argus]
NP_002469.2	ref|XP_027859129.1|	60.577	104	39	1	85	186	74	177	8.57e-30	124	32	32473	N/A	N/A	N/A	myogenin isoform X2 [Xiphophorus couchianus]
NP_002469.2	ref|XP_062400858.1|	64.646	99	34	1	88	186	84	181	8.61e-30	124	31	27697	N/A	N/A	N/A	myogenin [Sardina pilchardus]
NP_002469.2	ref|XP_014801792.1|	52.518	139	58	4	29	164	4	137	8.76e-30	124	43	198806	N/A	N/A	N/A	PREDICTED: myogenin [Calidris pugnax]
NP_002469.2	ref|XP_003893327.2|	48.951	143	62	4	23	164	29	161	8.87e-30	124	44	9531;9544;9555;60711;257877	N/A;N/A;N/A;N/A;N/A	N/A	N/A	myogenin [Papio anubis]
NP_002469.2	ref|XP_027859128.1|	60.577	104	39	1	85	186	74	177	9.09e-30	124	32	32473	N/A	N/A	N/A	myogenin isoform X1 [Xiphophorus couchianus]
NP_002469.2	ref|XP_067387701.1|	38.589	241	121	6	29	266	4	220	9.61e-30	124	74	1129001	N/A	N/A	N/A	myogenin [Emydura macquarii macquarii]
NP_002469.2	ref|XP_054882553.1|	60.577	104	39	1	85	186	74	177	9.93e-30	124	32	188132	N/A	N/A	N/A	myogenin isoform X1 [Poeciliopsis prolifica]
NP_002469.2	ref|XP_053723973.1|	61.386	101	37	1	88	186	77	177	1.03e-29	124	31	270530	N/A	N/A	N/A	myogenin [Synchiropus splendidus]
NP_002469.2	ref|XP_023180893.1|	60.577	104	39	1	85	186	74	177	1.04e-29	124	32	8083	N/A	N/A	N/A	myogenin isoform X2 [Xiphophorus maculatus]
NP_002469.2	ref|XP_008058658.1|	49.650	143	61	4	23	164	4	136	1.04e-29	123	44	1868482	N/A	N/A	N/A	myogenin [Carlito syrichta]
NP_002469.2	ref|XP_002760707.2|	49.650	143	61	4	23	164	29	161	1.05e-29	124	44	9483	N/A	N/A	N/A	myogenin [Callithrix jacchus]
NP_002469.2	ref|XP_032406521.1|	60.577	104	39	1	85	186	74	177	1.07e-29	124	32	8084	N/A	N/A	N/A	myogenin isoform X2 [Xiphophorus hellerii]
NP_002469.2	ref|XP_071400583.1|	62.376	101	36	1	88	186	77	177	1.07e-29	124	31	166261	N/A	N/A	N/A	myogenin [Centroberyx affinis]
NP_002469.2	ref|XP_004481950.1|	49.296	142	63	2	23	164	4	136	1.08e-29	123	44	9361	N/A	N/A	N/A	myogenin [Dasypus novemcinctus]
NP_002469.2	ref|XP_054882559.1|	60.577	104	39	1	85	186	74	177	1.09e-29	124	32	188132	N/A	N/A	N/A	myogenin isoform X2 [Poeciliopsis prolifica]
NP_002469.2	ref|XP_004610097.2|	48.175	137	70	1	28	164	2	137	1.09e-29	123	43	42254	N/A	N/A	N/A	myogenin [Sorex araneus]
NP_002469.2	ref|XP_006106401.1|	50.000	138	65	3	28	164	2	136	1.09e-29	123	43	59463	N/A	N/A	N/A	myogenin [Myotis lucifugus]
NP_002469.2	ref|XP_007939345.1|	49.650	143	61	4	23	164	4	136	1.09e-29	123	44	1230840	N/A	N/A	N/A	myogenin [Orycteropus afer afer]
NP_002469.2	ref|XP_043423911.1|	49.650	143	61	4	23	164	29	161	1.09e-29	124	44	37029	N/A	N/A	N/A	myogenin [Prionailurus bengalensis]
NP_002469.2	ref|XP_028261756.1|	63.265	98	34	1	88	183	77	174	1.11e-29	124	30	210632	N/A	N/A	N/A	myogenin [Parambassis ranga]
NP_002469.2	ref|XP_022601029.1|	61.386	101	37	1	88	186	77	177	1.11e-29	124	31	41447;1841481;2871759	N/A;N/A;N/A	N/A	N/A	myogenin [Seriola dumerili]
NP_002469.2	ref|XP_005804344.1|	60.577	104	39	1	85	186	74	177	1.12e-29	124	32	8083	N/A	N/A	N/A	myogenin isoform X1 [Xiphophorus maculatus]
NP_002469.2	ref|XP_043926136.1|	47.586	145	68	3	28	164	2	146	1.13e-29	124	43	7888	N/A	N/A	N/A	myogenin [Protopterus annectens]
NP_002469.2	ref|XP_069315664.1|	49.650	143	61	4	23	164	4	136	1.15e-29	123	44	859984	N/A	N/A	N/A	myogenin [Eulemur rufifrons]
NP_002469.2	ref|XP_032406520.1|	60.577	104	39	1	85	186	74	177	1.17e-29	124	32	8084	N/A	N/A	N/A	myogenin isoform X1 [Xiphophorus hellerii]
NP_002469.2	ref|XP_020448542.1|	61.386	101	37	1	88	186	146	246	1.18e-29	125	31	43700	N/A	N/A	N/A	myogenin [Monopterus albus]
NP_002469.2	ref|XP_012511374.1|	49.650	143	61	4	23	164	4	136	1.20e-29	123	44	379532	N/A	N/A	N/A	PREDICTED: myogenin [Propithecus coquereli]
NP_002469.2	ref|XP_035244816.1|	44.103	195	88	5	83	274	70	246	1.20e-29	124	60	7936	N/A	N/A	N/A	myogenin [Anguilla anguilla]
NP_002469.2	ref|NP_001297305.1|	52.518	139	58	4	29	164	4	137	1.20e-29	123	43	8839	N/A	N/A	N/A	myogenin [Anas platyrhynchos]
NP_002469.2	ref|XP_005330381.1|	49.650	143	61	4	23	164	4	136	1.24e-29	123	44	43179;76772	N/A;N/A	N/A	N/A	myogenin [Ictidomys tridecemlineatus]
NP_002469.2	ref|XP_008407496.1|	60.577	104	39	1	85	186	74	177	1.25e-29	124	32	8081	N/A	N/A	N/A	myogenin isoform X1 [Poecilia reticulata]
NP_002469.2	ref|XP_047377100.1|	49.650	143	61	4	23	164	29	161	1.26e-29	124	44	30640	N/A	N/A	N/A	myogenin isoform X1 [Sciurus carolinensis]
NP_002469.2	ref|XP_046881128.1|	63.918	97	33	1	88	182	77	173	1.26e-29	124	30	137520	N/A	N/A	N/A	myogenin [Hypomesus transpacificus]
NP_002469.2	ref|XP_075631762.1|	46.512	172	80	5	29	195	4	168	1.27e-29	123	52	100784	N/A	N/A	N/A	myogenin [Balearica regulorum gibbericeps]
NP_002469.2	ref|XP_013921572.1|	49.296	142	58	2	23	164	9	136	1.27e-29	123	44	35019	N/A	N/A	N/A	PREDICTED: myogenin [Thamnophis sirtalis]
NP_002469.2	ref|XP_006834181.1|	49.650	143	61	4	23	164	4	136	1.29e-29	123	44	185453	N/A	N/A	N/A	PREDICTED: myogenin [Chrysochloris asiatica]
NP_002469.2	ref|XP_004625428.1|	48.951	143	62	4	23	164	4	136	1.29e-29	123	44	10160	N/A	N/A	N/A	myogenin [Octodon degus]
NP_002469.2	ref|XP_050179131.1|	52.174	138	56	4	29	164	30	159	1.32e-29	124	43	478635	N/A	N/A	N/A	LOW QUALITY PROTEIN: myogenin [Myiozetetes cayanensis]
NP_002469.2	ref|XP_008407497.1|	60.577	104	39	1	85	186	74	177	1.33e-29	124	32	8081;48701	N/A;N/A	N/A	N/A	myogenin isoform X2 [Poecilia reticulata]
NP_002469.2	ref|XP_015740369.1|	52.482	141	55	5	29	164	4	137	1.33e-29	123	43	93934	N/A	N/A	N/A	myogenin [Coturnix japonica]
NP_002469.2	ref|XP_003220508.2|	44.186	172	79	2	23	192	35	191	1.35e-29	124	53	28377	N/A	N/A	N/A	myogenin [Anolis carolinensis]
NP_002469.2	ref|XP_029359164.1|	61.386	101	37	1	88	186	77	177	1.36e-29	124	31	173247	N/A	N/A	N/A	myogenin [Echeneis naucrates]
NP_002469.2	ref|XP_032059277.1|	52.518	139	58	4	29	164	4	137	1.36e-29	123	43	219594	N/A	N/A	N/A	myogenin [Aythya fuligula]
NP_002469.2	ref|XP_027765311.1|	52.174	138	56	4	29	164	30	159	1.38e-29	124	43	164674	N/A	N/A	N/A	LOW QUALITY PROTEIN: myogenin [Empidonax traillii]
